,year,bangalorerural,belgaum,bellary,bidar,bijapur,chamarajanagar,chitradurga,dakshinakannada,dharwad,gadag,gulbarga,hassan,haveri,kodagu,kolar,koppal,mandya,mysore,raichur,shimoga,tumkur,udupi,alappuzha,idukki,kannur,kasaragod,kollam,kottayam,kozhikode,malappuram,palakkad,pathanamthitta,thiruvananthapuram,thrissur,wayanad,baksa,barpeta,bongaigaon,cachar,chirang,darrang,dhemaji,dimahasao,goalpara,golaghat,karimganj,kokrajhar,lakhimpur,nagaon,nalbari,sonitpur,tinsukia,udalguri,araria,arwal,aurangabad,banka,begusarai,bhagalpur,bhojpur,darbhanga,gaya,jamui,jehanabad,katihar,khagaria,madhepura,madhubani,munger,muzaffarpur,nalanda,nawada,patna,rohtas,saran,sheohar,sitamarhi,siwan,bangalorerural,belgaum,bellary,bidar,bijapur,chamarajanagar,chitradurga,dakshinakannada,dharwad,gadag,gulbarga,hassan,haveri,kodagu,kolar,koppal,mandya,mysore,raichur,shimoga,tumkur,udupi,alappuzha,idukki,kannur,kasaragod,kollam,kottayam,kozhikode,malappuram,palakkad,pathanamthitta,thiruvananthapuram,thrissur,wayanad,akola,amravati,aurangabad,bhandara,chandrapur,dhule,gadchiroli,jalgaon,jalna,kolhapur,latur,nagpur,nanded,nandurbar,nashik,osmanabad,parbhani,pune,ratnagiri,sangli,sindhudurg,solapur,thane,wardha,yavatmal,balangir,bargarh,bhadrak,cuttack,dhenkanal,gajapati,ganjam,jharsuguda,kalahandi,kandhamal,kendrapara,kendujhar,khordha,koraput,malkangiri,puri,rayagada,sambalpur,subarnapur,sundargarh,amritsar,bathinda,faridkot,gurdaspur,kapurthala,ludhiana,mansa,muktsar,patiala,sangrur,shahidbhagatsinghnagar,ajmer,alwar,banswara,barmer,bharatpur,bhilwara,bikaner,bundi,churu,dausa,dungarpur,jaipur,jaisalmer,jhalawar,karauli,kota,pali,pratapgarh,rajsamand,sawaimadhopur,sikar,sirohi,tonk,pratapgarh,baksa,barpeta,bongaigaon,cachar,chirang,darrang,dhemaji,goalpara,golaghat,karbianglong,karimganj,kokrajhar,lakhimpur,nagaon,nalbari,sonitpur,tinsukia,udalguri,araria,arwal,aurangabad,banka,begusarai,bhagalpur,bhojpur,darbhanga,gaya,jamui,katihar,khagaria,madhepura,madhubani,munger,muzaffarpur,nalanda,nawada,patna,purnia,rohtas,saran,sheohar,sitamarhi,siwan,bilaspur,durg,janjgirchampa,jashpur,korba,koriya,mahasamund,raigarh,raipur,surguja,bhiwani,faridabad,fatehabad,hisar,jhajjar,jind,kaithal,kurukshetra,panipat,rewari,sirsa,sonipat,bilaspur,bokaro,chatra,deoghar,dhanbad,dumka,garhwa,giridih,godda,gumla,hazaribagh,jamtara,latehar,lohardaga,palamu,bangalorerural,belgaum,bellary,bidar,bijapur,chamarajanagar,chitradurga,dakshinakannada,dharwad,gadag,gulbarga,hassan,haveri,kodagu,kolar,koppal,mandya,mysore,raichur,shimoga,tumkur,udupi,uttarakannada,alappuzha,ernakulam,idukki,kannur,kollam,kottayam,kozhikode,malappuram,palakkad,pathanamthitta,thiruvananthapuram,thrissur,akola,amravati,aurangabad,bhandara,chandrapur,dhule,gadchiroli,jalna,jalgaon,kolhapur,latur,nagpur,nanded,nashik,osmanabad,parbhani,pune,ratnagiri,sangli,sindhudurg,solapur,thane,wardha,bishnupur,chandel,churachandpur,imphalwest,senapati,tamenglong,thoubal,ribhoi,aizawl,champhai,kolasib,lawngtlai,lunglei,mamit,anugul,balangir,baleshwar,bargarh,baudh,bhadrak,cuttack,debagarh,dhenkanal,gajapati,ganjam,jagatsinghapur,jajapur,jharsuguda,kalahandi,kandhamal,kendrapara,kendujhar,khordha,koraput,malkangiri,nabarangapur,nayagarh,puri,rayagada,sambalpur,sundargarh,amritsar,bathinda,faridkot,firozpur,gurdaspur,kapurthala,ludhiana,mansa,patiala,sangrur,ajmer,alwar,banswara,barmer,bharatpur,bhilwara,bikaner,bundi,churu,dausa,dungarpur,jaipur,jaisalmer,jhalawar,karauli,kota,pali,rajsamand,sawaimadhopur,sikar,sirohi,tonk,east,north,south,west,coimbatore,cuddalore,dharmapuri,dindigul,erode,kancheepuram,kanniyakumari,karur,krishnagiri,madurai,nagapattinam,namakkal,perambalur,ramanathapuram,salem,thanjavur,theni,thiruvallur,thiruvarur,vellore,virudhunagar,pratapgarh,bageshwar,chamoli,champawat,garhwal,nainital,pithoragarh,udhamsinghnagar,uttarkashi
0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24965.5,7740.7,17958.2,,12730.0,4909.0,6907.6,13016.3,8634.9,9778.7,10256.6,8225.5,19337.3,10668.4,16247.6,20611.7,,8868.9,2638.2,10009.2,6818.4,17479.1,15516.7,12398.3,15167.2,18693.3,6246.5,11910.6,6319.0,6814.1,15613.0,9587.3,23954.2,12691.3,8104.0,103551.8,12255.8,14860.2,14554.6,1683.9,11187.8,12271.2,23795.6,39815.0,11512.2,7405.2,46686.5,8966.7,7790.7,12645.7,42246.8,18320.1,24964.7,61204.9,19423.1,36467.8,15809.0,23832.0,18038.9,16606.3,27324.5,19124.8,25554.4,25947.6,8387.0,25468.6,6601.7,14761.1,46517.8,17634.9,7371.4,16219.9,8870.2,14272.4,30867.8,,,3569.5,18374.5,32625.7,69683.5,35174.2,18733.7,27069.7,14798.9,20578.9,48618.6,31255.8,13504.1,42866.5,25964.3,20727.6,16058.5,36133.3,16399.3,24634.3,47829.9,20280.0,30846.0,35889.7,22446.5,24547.1,45339.0,95624.2,29583.3,49205.1,51444.2,44306.2,61117.0,56101.7,52323.9,27169.5,73443.0,66649.3,29700.6,49794.5,69088.5,20382.8,48011.3,25781.1,14378.7,21275.2,74012.6,91082.2,27194.4,111221.4,38300.7,124221.3,20395.1,22565.3,272318.4,33324.7,59156.5,17563.6,70644.7,287556.0,24269.5,3174.5,1348.6,2550.6,10674.6,2646.3,1466.8,4331.6,2376.1,6580.1,1476.3,1104.6,1088.6,2127.3,1155.7,33605.2,14168.2,18144.9,14893.0,3631.4,9760.2,29620.5,3520.1,11237.5,5478.6,30270.1,11038.8,15004.0,11855.2,13596.3,8101.1,10118.6,18863.1,29363.5,15043.4,5326.4,9164.5,6667.1,14356.3,9405.7,15056.0,31231.9,77053.4,29954.7,15775.8,48478.1,47011.9,21870.0,95296.9,16528.4,54256.2,58000.1,36031.3,53281.1,15452.4,18382.1,25778.7,40784.9,29167.3,15920.8,17071.1,14448.8,11968.7,102774.4,6935.6,16881.0,13677.6,30101.3,24978.2,13670.3,14774.7,26454.3,14752.2,18312.4,4582.2,615.6,2070.5,1689.8,115439.9,40800.1,23165.0,40477.8,62301.1,68451.3,39590.6,19906.0,24147.4,56277.5,27879.0,41145.0,15934.5,21939.2,68035.3,39078.5,20478.3,65777.5,18813.5,71751.8,51551.1,15761.3,2508.5,4677.7,2705.9,8183.9,13087.0,5950.9,19382.6,3450.5
1,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25549.9,8088.6,18740.0,,13262.1,5101.1,7226.0,13531.2,9107.1,10122.6,10902.3,8641.3,20050.9,11048.9,16978.4,22580.5,,9835.6,2830.8,10847.9,7151.4,19735.1,17008.3,14894.3,20076.7,20208.6,6638.0,15265.7,6798.8,8478.0,23137.0,9997.3,25285.1,13905.8,8522.9,114382.4,14920.5,17121.7,16209.5,2239.4,11971.3,12429.8,22383.1,37583.6,10667.2,6623.3,43685.8,8690.0,7213.4,13262.5,41826.2,18147.9,26928.5,74616.7,21634.4,41548.9,18749.6,25741.5,19683.5,18268.2,35142.1,21341.3,28774.6,28363.9,9027.1,23443.0,6069.7,12832.7,46454.6,15954.1,6804.7,15095.9,8007.6,13285.3,30552.5,,,3290.4,17407.4,52112.9,81369.0,36345.8,17890.2,24876.4,17008.4,22969.6,51989.0,33186.5,15843.5,43878.7,26140.0,25595.6,15292.2,37323.2,17657.1,27005.4,57437.6,20350.9,32578.9,41551.9,25577.2,23031.1,48090.6,101930.4,32767.2,50276.8,54971.0,47905.1,62143.1,55854.1,56043.3,29031.5,78127.2,69920.7,30968.0,49477.5,68796.8,21420.2,48364.0,26551.9,13305.9,20855.6,68955.6,93395.2,27773.6,111476.9,37109.5,132933.0,21253.7,22408.1,276499.6,32412.3,62149.4,18757.9,74968.5,308576.1,23865.2,3186.2,1402.0,2455.0,9681.8,2619.5,1192.1,4291.4,2754.5,7399.5,1642.9,1185.7,1248.0,2405.6,1270.8,35355.9,13031.0,19802.0,12954.0,3474.9,10025.0,30809.0,3269.5,11430.3,5547.6,32026.0,12369.3,15797.4,12034.9,13634.1,8107.2,10653.6,18603.0,31280.8,15495.5,5028.0,8861.0,6747.7,14457.9,9743.9,14206.9,29992.0,87180.8,35063.3,17488.5,51803.9,52738.7,25441.5,109293.0,18353.6,60080.7,64029.5,37061.9,52755.5,14701.3,21402.9,27574.7,38480.9,30199.4,14402.5,17376.1,14665.9,11838.9,103770.2,7521.4,14928.9,12481.4,31446.1,24723.1,15587.8,14569.4,24946.9,14661.9,17125.7,4949.9,671.4,2651.6,1864.0,131355.3,46605.0,25004.2,43030.8,68513.0,75585.6,44567.9,22892.9,26686.8,61512.5,30627.5,45810.7,15410.8,24595.5,70343.2,43479.3,21575.9,76801.9,21540.3,76988.9,61664.7,17014.6,2769.0,5122.1,2956.3,9363.9,14879.1,6498.3,22162.8,3852.7
2,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26289.2,8535.6,19629.5,,13807.1,5304.1,7618.0,14151.7,9470.0,10685.2,11391.0,8951.6,20999.8,11759.9,17838.1,23197.7,,9758.9,2932.2,11648.1,7383.4,19668.5,18306.3,15032.0,19100.9,21200.3,6764.0,14902.3,6867.2,7806.6,20767.0,11025.7,26817.7,13967.0,8940.7,119914.2,14874.2,17629.1,16193.7,2166.7,13518.1,13345.4,26247.8,41747.5,13027.6,7788.6,43231.2,9137.3,9266.0,15413.6,48044.4,19827.3,29863.5,87332.6,20733.1,43903.1,20329.8,28651.8,22571.6,20523.1,38779.9,26874.1,28029.3,34742.4,9697.1,24366.0,6885.5,13653.6,48014.9,18044.8,7640.4,16436.4,8942.3,15936.6,32838.8,,,3767.5,19687.1,51027.3,72817.8,37491.3,19090.9,26542.6,15109.6,23555.1,58625.1,32351.1,15300.3,43024.7,27179.4,20069.4,14496.6,39528.0,21862.2,27377.1,56658.9,20041.8,31325.2,38449.6,26396.7,25805.4,51176.2,108921.5,34935.0,53954.0,59520.7,50995.1,67586.9,60396.2,60435.9,31755.0,84059.9,75841.4,32090.3,52387.5,68379.4,23187.3,55511.4,31239.8,15167.9,23556.2,78204.8,101361.6,29759.6,121223.3,41412.3,148998.0,21882.7,24921.1,293912.8,37559.7,63963.1,18715.2,82661.4,323251.8,26226.4,3408.2,1503.0,2641.2,10760.1,2786.1,1323.4,4619.6,3040.6,8311.6,1837.2,1338.9,1385.4,2642.7,1432.8,33417.4,14949.5,20498.6,14775.6,4189.0,11480.6,33766.6,3624.4,12373.5,5852.7,36123.7,16242.9,16269.3,13375.9,13789.5,9105.8,11365.8,20129.2,34120.3,20555.2,5219.8,9274.7,7612.3,15776.7,10475.6,15352.5,27034.3,93664.3,34346.6,18166.6,52770.7,56018.9,26016.1,119072.1,18266.7,64866.1,67141.0,40178.7,51968.1,16658.5,25499.3,27555.1,38086.9,35032.2,16362.2,20541.6,16723.6,12765.6,118544.3,8558.9,16757.8,13295.3,34356.5,27615.2,17555.3,16138.1,27780.0,19895.8,19032.3,5594.4,741.0,2969.7,2055.2,132609.2,49251.6,25341.1,43102.9,68612.3,80305.0,45992.1,22142.8,27508.1,63008.9,29483.4,44148.2,14941.4,25148.9,69461.5,43285.5,22612.2,77725.9,19650.5,79912.6,59511.0,18641.2,3032.8,5820.3,3204.3,10327.2,16287.8,7170.5,23578.8,4199.6
3,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28037.0,9461.5,21819.5,,14945.5,5754.7,8440.2,15628.0,10301.9,12002.0,12721.3,9704.2,23196.5,13248.7,19806.8,28244.2,,10801.6,3064.1,12856.3,8269.9,23718.5,20081.9,14962.9,19134.3,23422.6,7385.1,16968.5,7651.1,8748.7,28971.9,11447.6,29380.4,15150.4,9941.2,141276.8,15815.2,19098.5,18458.6,2188.6,14024.6,14506.6,27677.8,46302.5,13464.2,8136.7,55082.8,10388.3,8854.8,16611.3,52196.4,22643.2,32205.1,84664.4,22745.7,48088.3,20710.6,29223.8,25797.4,22540.0,47527.5,29950.5,30817.7,38522.0,10802.7,27962.3,7389.7,15525.3,54054.2,12040.1,8106.6,17767.0,9477.5,9814.8,34987.6,6737.5,6002.5,3843.9,14410.4,42519.4,75217.8,44639.4,20753.9,28568.5,15214.0,25530.1,70825.6,41189.8,17909.6,48209.3,28371.2,19848.8,15420.6,38224.3,23989.8,27446.3,59922.6,22385.8,34405.0,41452.8,30496.5,25200.1,56486.4,121495.9,37623.7,60264.5,64700.0,58778.8,75081.8,70405.7,67527.6,35412.3,93383.7,84039.5,37469.9,52156.8,76320.9,26710.4,57963.4,32668.2,14633.8,27159.2,83889.8,106889.3,31924.7,135269.3,45616.7,160064.9,23870.5,27987.3,322364.9,45795.6,66458.5,22186.3,83262.8,365644.8,29562.0,3404.3,1461.6,3007.6,11229.0,2988.7,1366.8,4796.5,3402.3,9337.9,2020.3,1482.6,1553.3,2950.2,1544.9,39631.1,15407.9,21365.1,14331.8,4639.9,12868.2,36655.5,3160.9,13337.6,6437.1,36830.0,16292.4,18398.9,13556.9,13595.7,10688.9,12121.2,23935.1,36230.5,18895.4,5397.0,9575.5,7942.1,17554.1,11225.3,15353.1,32346.2,96964.2,36568.2,18318.4,53505.6,56544.6,26998.7,123079.5,19226.2,65668.1,72302.1,40261.0,54984.6,17494.1,23152.8,25606.6,42708.2,26714.5,15141.8,18609.9,16689.0,12960.0,120008.1,7695.2,15272.5,14370.3,31126.7,27925.4,16902.0,13792.9,29431.8,15213.5,16103.0,6426.0,813.6,3254.8,2264.7,145877.6,54321.8,27578.6,45077.6,71809.1,83233.4,49478.5,23539.7,31137.9,66478.8,30141.7,42371.1,14755.8,26828.3,76680.8,46118.4,22925.1,86003.2,19104.2,83856.4,61930.7,18884.2,3372.1,7213.2,3782.3,13563.6,17800.6,8457.4,26116.5,4726.7
4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30050.6,10481.0,23932.3,,16391.8,6282.8,9436.2,16986.6,11226.5,13382.3,14070.0,10619.3,25617.6,14855.5,21864.3,30181.4,,11195.1,3394.3,13170.5,8984.7,21378.1,22911.7,15662.6,19974.6,25274.9,7809.8,17314.4,8639.8,9272.0,18525.6,12961.4,30320.5,16225.7,10327.2,154521.3,17102.2,19917.3,19214.6,2590.5,13644.4,15187.7,33575.5,57788.5,16145.7,10468.5,54644.3,11421.9,12052.4,20597.1,65129.5,25308.1,38319.9,96101.8,27137.4,58102.1,26017.0,33127.3,25422.2,25166.3,52829.6,32048.0,36992.1,42607.6,12038.1,31159.2,8379.8,17283.7,58717.6,13385.2,9036.8,19777.1,10443.7,10783.3,38825.8,7549.7,6725.2,4226.6,16281.3,52425.9,78895.1,62277.8,22106.7,28052.6,14846.0,25934.3,84412.4,41173.9,16962.5,51518.9,32892.3,21629.2,14143.8,42775.1,27821.9,30763.2,63317.9,25014.8,35933.2,42435.1,32555.5,28739.4,62034.5,136409.3,37388.6,68422.6,71498.9,65729.5,85470.8,77880.5,74065.1,39166.6,103546.0,93628.2,39885.3,58096.1,83933.9,29933.7,66282.3,37767.6,16084.4,26977.0,93007.7,115494.9,36230.2,153933.1,49339.4,186051.5,22765.9,30887.2,371671.1,50132.7,70305.1,25285.2,94462.7,416400.9,34247.5,3603.4,1661.2,3185.9,12301.3,3568.8,1665.9,6161.5,3547.0,10069.8,2200.9,1583.0,1663.1,3165.7,1677.6,50912.9,19503.0,26006.9,16492.3,5818.5,15369.5,41725.8,4010.6,16575.9,7763.1,44087.8,20014.8,21336.1,16668.4,17238.9,12633.3,14287.0,37106.6,42232.6,23477.6,6595.2,10672.1,9811.8,20977.6,14021.6,18537.5,38571.9,103213.7,41062.1,20135.2,61466.6,62776.8,29379.1,136158.4,22015.5,69867.9,76223.6,45506.9,67245.5,20745.1,34248.5,34139.9,50031.4,43718.1,19806.3,26571.2,21016.4,15477.7,137991.6,10392.2,20964.2,18949.7,40082.1,35753.2,19911.1,18849.2,36274.7,18569.5,20695.7,7240.4,911.7,3625.7,2519.5,163748.2,61704.7,29056.7,50373.9,76935.0,95087.1,55589.5,27087.2,33762.8,74456.7,33421.5,47655.8,15283.2,28312.7,84547.0,50645.9,22974.5,96872.2,20961.1,94130.6,70518.7,21379.3,3724.4,7568.2,4823.3,13642.1,19802.9,9017.8,28337.2,5309.0
