,Table Name1,State Code 2,District Name,Tehsil Name  4,Town 5   Name,Area Name 6,Main Source of lightingTotal /Rural/Urban 7,Main Source of lighting Total Number of Households 8,Main Source of lighting Electricity  9,Main Source of lighting Kerosene 10,Main Source of lighting Solar energy 11,Main Source of lighting Other oil 12,Main Source of lighting Any other 13,Main Source of lighting No lighting 14,d_name
706,HH2507,2.0,30.0,0.0,0.0,District - Bilaspur,Total,80453.0,79146.0,1169.0,33.0,24.0,23.0,58.0,bilaspur
707,HH2507,2.0,30.0,0.0,0.0,District - Bilaspur,Rural,74661.0,73414.0,1116.0,30.0,24.0,21.0,56.0,bilaspur
708,HH2507,2.0,30.0,0.0,0.0,District - Bilaspur,Urban,5792.0,5732.0,53.0,3.0,,2.0,2.0,bilaspur
894,HH2507,3.0,35.0,0.0,0.0,District - Gurdaspur,Total,431212.0,411216.0,14380.0,637.0,836.0,767.0,3376.0,gurdaspur
895,HH2507,3.0,35.0,0.0,0.0,District - Gurdaspur,Rural,309898.0,292199.0,12786.0,547.0,701.0,643.0,3022.0,gurdaspur
896,HH2507,3.0,35.0,0.0,0.0,District - Gurdaspur,Urban,121314.0,119017.0,1594.0,90.0,135.0,124.0,354.0,gurdaspur
939,HH2507,3.0,36.0,0.0,0.0,District - Kapurthala ,Total,165336.0,161206.0,2634.0,158.0,229.0,291.0,818.0,kapurthala
940,HH2507,3.0,36.0,0.0,0.0,District - Kapurthala ,Rural,106870.0,103333.0,2241.0,147.0,171.0,247.0,731.0,kapurthala
941,HH2507,3.0,36.0,0.0,0.0,District - Kapurthala ,Urban,58466.0,57873.0,393.0,11.0,58.0,44.0,87.0,kapurthala
947,HH2507,3.0,36.0,206.0,0.0,Sub-District - Kapurthala ,Total,67934.0,65868.0,1286.0,68.0,100.0,179.0,433.0,kapurthala
948,HH2507,3.0,36.0,206.0,0.0,Sub-District - Kapurthala ,Rural,43535.0,41744.0,1126.0,61.0,61.0,151.0,392.0,kapurthala
949,HH2507,3.0,36.0,206.0,0.0,Sub-District - Kapurthala ,Urban,24399.0,24124.0,160.0,7.0,39.0,28.0,41.0,kapurthala
950,HH2507,3.0,36.0,206.0,800155.0,Kapurthala (M Cl),Urban,18756.0,18521.0,149.0,7.0,36.0,26.0,17.0,kapurthala
1069,HH2507,3.0,41.0,0.0,0.0,District - Ludhiana,Total,716104.0,703624.0,7340.0,493.0,706.0,1478.0,2463.0,ludhiana
1070,HH2507,3.0,41.0,0.0,0.0,District - Ludhiana,Rural,278323.0,271505.0,4167.0,341.0,399.0,495.0,1416.0,ludhiana
1071,HH2507,3.0,41.0,0.0,0.0,District - Ludhiana,Urban,437781.0,432119.0,3173.0,152.0,307.0,983.0,1047.0,ludhiana
1130,HH2507,3.0,43.0,0.0,0.0,District - Firozpur,Total,374167.0,349662.0,15043.0,625.0,947.0,2838.0,5052.0,firozpur
1131,HH2507,3.0,43.0,0.0,0.0,District - Firozpur,Rural,271536.0,249633.0,13517.0,562.0,814.0,2544.0,4466.0,firozpur
1132,HH2507,3.0,43.0,0.0,0.0,District - Firozpur,Urban,102631.0,100029.0,1526.0,63.0,133.0,294.0,586.0,firozpur
1139,HH2507,3.0,43.0,235.0,0.0,Sub-District - Firozpur,Total,101857.0,96953.0,2360.0,131.0,162.0,990.0,1261.0,firozpur
1140,HH2507,3.0,43.0,235.0,0.0,Sub-District - Firozpur,Rural,66707.0,62476.0,1974.0,110.0,142.0,824.0,1181.0,firozpur
1141,HH2507,3.0,43.0,235.0,0.0,Sub-District - Firozpur,Urban,35150.0,34477.0,386.0,21.0,20.0,166.0,80.0,firozpur
1161,HH2507,3.0,44.0,0.0,0.0,District - Muktsar,Total,172792.0,166585.0,3662.0,197.0,485.0,515.0,1348.0,muktsar
1162,HH2507,3.0,44.0,0.0,0.0,District - Muktsar,Rural,122957.0,117998.0,2945.0,164.0,391.0,421.0,1038.0,muktsar
1163,HH2507,3.0,44.0,0.0,0.0,District - Muktsar,Urban,49835.0,48587.0,717.0,33.0,94.0,94.0,310.0,muktsar
1172,HH2507,3.0,44.0,241.0,0.0,Sub-District - Muktsar,Total,64290.0,61262.0,1715.0,66.0,221.0,315.0,711.0,muktsar
1173,HH2507,3.0,44.0,241.0,0.0,Sub-District - Muktsar,Rural,39097.0,36870.0,1304.0,43.0,148.0,243.0,489.0,muktsar
1174,HH2507,3.0,44.0,241.0,0.0,Sub-District - Muktsar,Urban,25193.0,24392.0,411.0,23.0,73.0,72.0,222.0,muktsar
1177,HH2507,3.0,45.0,0.0,0.0,District - Faridkot,Total,118193.0,113549.0,2609.0,135.0,341.0,558.0,1001.0,faridkot
1178,HH2507,3.0,45.0,0.0,0.0,District - Faridkot,Rural,76262.0,72751.0,1879.0,120.0,250.0,443.0,819.0,faridkot
1179,HH2507,3.0,45.0,0.0,0.0,District - Faridkot,Urban,41931.0,40798.0,730.0,15.0,91.0,115.0,182.0,faridkot
1180,HH2507,3.0,45.0,242.0,0.0,Sub-District - Faridkot,Total,87492.0,83745.0,2088.0,122.0,262.0,450.0,825.0,faridkot
1181,HH2507,3.0,45.0,242.0,0.0,Sub-District - Faridkot,Rural,52665.0,49867.0,1447.0,107.0,182.0,374.0,688.0,faridkot
1182,HH2507,3.0,45.0,242.0,0.0,Sub-District - Faridkot,Urban,34827.0,33878.0,641.0,15.0,80.0,76.0,137.0,faridkot
1189,HH2507,3.0,46.0,0.0,0.0,District - Bathinda,Total,266035.0,255650.0,6644.0,327.0,526.0,1039.0,1849.0,bathinda
1190,HH2507,3.0,46.0,0.0,0.0,District - Bathinda,Rural,170853.0,162889.0,5024.0,172.0,392.0,849.0,1527.0,bathinda
1191,HH2507,3.0,46.0,0.0,0.0,District - Bathinda,Urban,95182.0,92761.0,1620.0,155.0,134.0,190.0,322.0,bathinda
1197,HH2507,3.0,46.0,245.0,0.0,Sub-District - Bathinda,Total,142906.0,137181.0,3709.0,248.0,287.0,413.0,1068.0,bathinda
1198,HH2507,3.0,46.0,245.0,0.0,Sub-District - Bathinda,Rural,74977.0,71288.0,2324.0,106.0,191.0,251.0,817.0,bathinda
1199,HH2507,3.0,46.0,245.0,0.0,Sub-District - Bathinda,Urban,67929.0,65893.0,1385.0,142.0,96.0,162.0,251.0,bathinda
1212,HH2507,3.0,47.0,0.0,0.0,District - Mansa,Total,147127.0,140099.0,4490.0,156.0,389.0,504.0,1489.0,mansa
1213,HH2507,3.0,47.0,0.0,0.0,District - Mansa,Rural,115334.0,109244.0,3960.0,133.0,352.0,397.0,1248.0,mansa
1214,HH2507,3.0,47.0,0.0,0.0,District - Mansa,Urban,31793.0,30855.0,530.0,23.0,37.0,107.0,241.0,mansa
1224,HH2507,3.0,47.0,249.0,0.0,Sub-District - Mansa,Total,65760.0,62835.0,1706.0,65.0,223.0,241.0,690.0,mansa
1225,HH2507,3.0,47.0,249.0,0.0,Sub-District - Mansa,Rural,45993.0,43457.0,1507.0,55.0,204.0,218.0,552.0,mansa
1226,HH2507,3.0,47.0,249.0,0.0,Sub-District - Mansa,Urban,19767.0,19378.0,199.0,10.0,19.0,23.0,138.0,mansa
1229,HH2507,3.0,48.0,0.0,0.0,District - Patiala,Total,361740.0,352929.0,5247.0,247.0,417.0,868.0,2032.0,patiala
1230,HH2507,3.0,48.0,0.0,0.0,District - Patiala,Rural,209720.0,202293.0,4391.0,195.0,314.0,728.0,1799.0,patiala
1231,HH2507,3.0,48.0,0.0,0.0,District - Patiala,Urban,152020.0,150636.0,856.0,52.0,103.0,140.0,233.0,patiala
1247,HH2507,3.0,48.0,253.0,0.0,Sub-District - Patiala,Total,164230.0,161350.0,1536.0,126.0,205.0,270.0,743.0,patiala
1248,HH2507,3.0,48.0,253.0,0.0,Sub-District - Patiala,Rural,69178.0,66919.0,1229.0,98.0,131.0,201.0,600.0,patiala
1249,HH2507,3.0,48.0,253.0,0.0,Sub-District - Patiala,Urban,95052.0,94431.0,307.0,28.0,74.0,69.0,143.0,patiala
1307,HH2507,3.0,51.0,0.0,0.0,District - Rupnagar,Total,132854.0,129123.0,2682.0,94.0,264.0,308.0,383.0,rupnagar
1308,HH2507,3.0,51.0,0.0,0.0,District - Rupnagar,Rural,96022.0,93261.0,2077.0,83.0,233.0,66.0,302.0,rupnagar
1309,HH2507,3.0,51.0,0.0,0.0,District - Rupnagar,Urban,36832.0,35862.0,605.0,11.0,31.0,242.0,81.0,rupnagar
1357,HH2507,3.0,53.0,0.0,0.0,District - Sangrur,Total,314030.0,305557.0,5085.0,227.0,355.0,967.0,1839.0,sangrur
1358,HH2507,3.0,53.0,0.0,0.0,District - Sangrur,Rural,215367.0,208192.0,4425.0,192.0,293.0,790.0,1475.0,sangrur
1359,HH2507,3.0,53.0,0.0,0.0,District - Sangrur,Urban,98663.0,97365.0,660.0,35.0,62.0,177.0,364.0,sangrur
1370,HH2507,3.0,53.0,271.0,0.0,Sub-District - Sangrur,Total,69931.0,68826.0,718.0,24.0,78.0,74.0,211.0,sangrur
1371,HH2507,3.0,53.0,271.0,0.0,Sub-District - Sangrur,Rural,43403.0,42450.0,611.0,20.0,67.0,67.0,188.0,sangrur
1372,HH2507,3.0,53.0,271.0,0.0,Sub-District - Sangrur,Urban,26528.0,26376.0,107.0,4.0,11.0,7.0,23.0,sangrur
1424,HH2507,5.0,56.0,0.0,0.0,District - Uttarkashi,Total,66558.0,52621.0,11848.0,1691.0,134.0,103.0,161.0,uttarkashi
1425,HH2507,5.0,56.0,0.0,0.0,District - Uttarkashi,Rural,61149.0,47319.0,11758.0,1688.0,129.0,102.0,153.0,uttarkashi
1426,HH2507,5.0,56.0,0.0,0.0,District - Uttarkashi,Urban,5409.0,5302.0,90.0,3.0,5.0,1.0,8.0,uttarkashi
1446,HH2507,5.0,56.0,283.0,800288.0,Uttarkashi (NPP),Urban,3902.0,3851.0,42.0,2.0,2.0,1.0,4.0,uttarkashi
1448,HH2507,5.0,57.0,0.0,0.0,District - Chamoli,Total,85765.0,71524.0,9396.0,4145.0,192.0,201.0,307.0,chamoli
1449,HH2507,5.0,57.0,0.0,0.0,District - Chamoli,Rural,72744.0,58791.0,9142.0,4138.0,168.0,201.0,304.0,chamoli
1450,HH2507,5.0,57.0,0.0,0.0,District - Chamoli,Urban,13021.0,12733.0,254.0,7.0,24.0,,3.0,chamoli
1456,HH2507,5.0,57.0,285.0,0.0,Sub-District - Chamoli,Total,21840.0,18147.0,2571.0,1061.0,30.0,2.0,29.0,chamoli
1457,HH2507,5.0,57.0,285.0,0.0,Sub-District - Chamoli,Rural,16135.0,12543.0,2494.0,1058.0,11.0,2.0,27.0,chamoli
1458,HH2507,5.0,57.0,285.0,0.0,Sub-District - Chamoli,Urban,5705.0,5604.0,77.0,3.0,19.0,,2.0,chamoli
1520,HH2507,5.0,60.0,0.0,0.0,District - Dehradun,Total,322700.0,310726.0,10036.0,349.0,330.0,628.0,631.0,dehradun
1521,HH2507,5.0,60.0,0.0,0.0,District - Dehradun,Rural,137051.0,129466.0,6410.0,292.0,195.0,379.0,309.0,dehradun
1522,HH2507,5.0,60.0,0.0,0.0,District - Dehradun,Urban,185649.0,181260.0,3626.0,57.0,135.0,249.0,322.0,dehradun
1563,HH2507,5.0,61.0,0.0,0.0,District - Garhwal,Total,161688.0,143963.0,14695.0,2249.0,238.0,91.0,452.0,garhwal
1564,HH2507,5.0,61.0,0.0,0.0,District - Garhwal,Rural,137102.0,119829.0,14331.0,2212.0,234.0,85.0,411.0,garhwal
1565,HH2507,5.0,61.0,0.0,0.0,District - Garhwal,Urban,24586.0,24134.0,364.0,37.0,4.0,6.0,41.0,garhwal
1602,HH2507,5.0,62.0,0.0,0.0,District - Pithoragarh,Total,111542.0,95421.0,12957.0,2781.0,109.0,87.0,187.0,pithoragarh
1603,HH2507,5.0,62.0,0.0,0.0,District - Pithoragarh,Rural,95130.0,79202.0,12802.0,2770.0,101.0,77.0,178.0,pithoragarh
1604,HH2507,5.0,62.0,0.0,0.0,District - Pithoragarh,Urban,16412.0,16219.0,155.0,11.0,8.0,10.0,9.0,pithoragarh
1622,HH2507,5.0,62.0,320.0,0.0,"Sub-District - Pithoragarh
",Total,38339.0,36267.0,1887.0,80.0,28.0,9.0,68.0,pithoragarh
1623,HH2507,5.0,62.0,320.0,0.0,"Sub-District - Pithoragarh
",Rural,25271.0,23324.0,1791.0,71.0,23.0,3.0,59.0,pithoragarh
1624,HH2507,5.0,62.0,320.0,0.0,"Sub-District - Pithoragarh
",Urban,13068.0,12943.0,96.0,9.0,5.0,6.0,9.0,pithoragarh
1625,HH2507,5.0,62.0,320.0,800322.0,Pithoragarh (NPP),Urban,13068.0,12943.0,96.0,9.0,5.0,6.0,9.0,pithoragarh
1626,HH2507,5.0,63.0,0.0,0.0,District - Bageshwar,Total,57712.0,47083.0,9062.0,1028.0,149.0,110.0,280.0,bageshwar
1627,HH2507,5.0,63.0,0.0,0.0,District - Bageshwar,Rural,55748.0,45172.0,9020.0,1027.0,145.0,110.0,274.0,bageshwar
1628,HH2507,5.0,63.0,0.0,0.0,District - Bageshwar,Urban,1964.0,1911.0,42.0,1.0,4.0,,6.0,bageshwar
1677,HH2507,5.0,65.0,0.0,0.0,District - Champawat,Total,52356.0,37725.0,11948.0,2293.0,108.0,94.0,188.0,champawat
1678,HH2507,5.0,65.0,0.0,0.0,District - Champawat,Rural,44386.0,30333.0,11460.0,2286.0,84.0,80.0,143.0,champawat
1679,HH2507,5.0,65.0,0.0,0.0,District - Champawat,Urban,7970.0,7392.0,488.0,7.0,24.0,14.0,45.0,champawat
1680,HH2507,5.0,65.0,334.0,0.0,Sub-District - Champawat,Total,11287.0,7433.0,2677.0,1100.0,7.0,17.0,53.0,champawat
1681,HH2507,5.0,65.0,334.0,0.0,Sub-District - Champawat,Rural,10070.0,6252.0,2651.0,1098.0,7.0,14.0,48.0,champawat
1682,HH2507,5.0,65.0,334.0,0.0,Sub-District - Champawat,Urban,1217.0,1181.0,26.0,2.0,,3.0,5.0,champawat
1696,HH2507,5.0,66.0,0.0,0.0,District - Nainital,Total,187108.0,169001.0,15242.0,1827.0,265.0,220.0,553.0,nainital
1697,HH2507,5.0,66.0,0.0,0.0,District - Nainital,Rural,112670.0,96746.0,13409.0,1801.0,192.0,115.0,407.0,nainital
1698,HH2507,5.0,66.0,0.0,0.0,District - Nainital,Urban,74438.0,72255.0,1833.0,26.0,73.0,105.0,146.0,nainital
1705,HH2507,5.0,66.0,340.0,0.0,Sub-District - Nainital,Total,31845.0,29889.0,1693.0,144.0,37.0,23.0,59.0,nainital
1706,HH2507,5.0,66.0,340.0,0.0,Sub-District - Nainital,Rural,18680.0,16936.0,1523.0,134.0,15.0,19.0,53.0,nainital
1707,HH2507,5.0,66.0,340.0,0.0,Sub-District - Nainital,Urban,13165.0,12953.0,170.0,10.0,22.0,4.0,6.0,nainital
1876,HH2507,6.0,71.0,362.0,0.0,Sub-District - Bilaspur,Total,,,,58.0,45.0,39.0,107.0,bilaspur
1877,HH2507,6.0,71.0,362.0,0.0,Sub-District - Bilaspur,Rural,,,,25.0,43.0,26.0,79.0,bilaspur
1878,HH2507,6.0,71.0,362.0,0.0,Sub-District - Bilaspur,Urban,,,160.0,33.0,2.0,13.0,28.0,bilaspur
1885,HH2507,6.0,72.0,0.0,0.0,District - Kurukshetra,Total,,,,65.0,182.0,595.0,280.0,kurukshetra
1886,HH2507,6.0,72.0,0.0,0.0,District - Kurukshetra,Rural,,,,57.0,147.0,351.0,190.0,kurukshetra
1887,HH2507,6.0,72.0,0.0,0.0,District - Kurukshetra,Urban,,,914.0,8.0,35.0,244.0,90.0,kurukshetra
1902,HH2507,6.0,73.0,0.0,0.0,District - Kaithal,Total,,,,108.0,432.0,692.0,965.0,kaithal
1903,HH2507,6.0,73.0,0.0,0.0,District - Kaithal,Rural,,,,83.0,352.0,377.0,747.0,kaithal
1904,HH2507,6.0,73.0,0.0,0.0,District - Kaithal,Urban,,,,25.0,80.0,315.0,218.0,kaithal
1909,HH2507,6.0,73.0,368.0,0.0,Sub-District - Kaithal,Total,,,,82.0,305.0,403.0,593.0,kaithal
1910,HH2507,6.0,73.0,368.0,0.0,Sub-District - Kaithal,Rural,,,,62.0,237.0,232.0,444.0,kaithal
1911,HH2507,6.0,73.0,368.0,0.0,Sub-District - Kaithal,Urban,,,954.0,20.0,68.0,171.0,149.0,kaithal
1944,HH2507,6.0,75.0,0.0,0.0,District - Panipat,Total,,,,280.0,254.0,,810.0,panipat
1945,HH2507,6.0,75.0,0.0,0.0,District - Panipat,Rural,,,,202.0,148.0,,399.0,panipat
1946,HH2507,6.0,75.0,0.0,0.0,District - Panipat,Urban,,,,78.0,106.0,140.0,411.0,panipat
1947,HH2507,6.0,75.0,375.0,0.0,Sub-District - Panipat,Total,,,,219.0,156.0,811.0,553.0,panipat
1948,HH2507,6.0,75.0,375.0,0.0,Sub-District - Panipat,Rural,,,,150.0,59.0,680.0,159.0,panipat
1949,HH2507,6.0,75.0,375.0,0.0,Sub-District - Panipat,Urban,,,,69.0,97.0,131.0,394.0,panipat
1968,HH2507,6.0,76.0,0.0,0.0,District - Sonipat,Total,,,,213.0,464.0,899.0,,sonipat
1969,HH2507,6.0,76.0,0.0,0.0,District - Sonipat,Rural,,,,137.0,355.0,588.0,744.0,sonipat
1970,HH2507,6.0,76.0,0.0,0.0,District - Sonipat,Urban,,,,76.0,109.0,311.0,300.0,sonipat
1979,HH2507,6.0,76.0,380.0,0.0,Sub-District - Sonipat,Total,,,,125.0,243.0,319.0,525.0,sonipat
1980,HH2507,6.0,76.0,380.0,0.0,Sub-District - Sonipat,Rural,,,,54.0,161.0,177.0,302.0,sonipat
1981,HH2507,6.0,76.0,380.0,0.0,Sub-District - Sonipat,Urban,,,,71.0,82.0,142.0,223.0,sonipat
1991,HH2507,6.0,77.0,0.0,0.0,District - Jind,Total,,,,205.0,570.0,,931.0,jind
1992,HH2507,6.0,77.0,0.0,0.0,District - Jind,Rural,,,,184.0,472.0,,682.0,jind
1993,HH2507,6.0,77.0,0.0,0.0,District - Jind,Urban,,,,21.0,98.0,298.0,249.0,jind
1999,HH2507,6.0,77.0,383.0,0.0,Sub-District - Jind,Total,,,,62.0,215.0,693.0,439.0,jind
2000,HH2507,6.0,77.0,383.0,0.0,Sub-District - Jind,Rural,,,,53.0,171.0,493.0,314.0,jind
2001,HH2507,6.0,77.0,383.0,0.0,Sub-District - Jind,Urban,,,869.0,9.0,44.0,200.0,125.0,jind
2012,HH2507,6.0,78.0,0.0,0.0,District - Fatehabad,Total,,,,413.0,722.0,,,fatehabad
2013,HH2507,6.0,78.0,0.0,0.0,District - Fatehabad,Rural,,,,408.0,691.0,,,fatehabad
2014,HH2507,6.0,78.0,0.0,0.0,District - Fatehabad,Urban,,,839.0,5.0,31.0,172.0,414.0,fatehabad
2024,HH2507,6.0,78.0,388.0,0.0,Sub-District - Fatehabad,Total,,,,347.0,449.0,699.0,,fatehabad
2025,HH2507,6.0,78.0,388.0,0.0,Sub-District - Fatehabad,Rural,,,,346.0,437.0,676.0,981.0,fatehabad
2026,HH2507,6.0,78.0,388.0,0.0,Sub-District - Fatehabad,Urban,,,236.0,1.0,12.0,23.0,24.0,fatehabad
2028,HH2507,6.0,79.0,0.0,0.0,District - Sirsa,Total,,,,448.0,856.0,,,sirsa
2029,HH2507,6.0,79.0,0.0,0.0,District - Sirsa,Rural,,,,334.0,757.0,728.0,,sirsa
2030,HH2507,6.0,79.0,0.0,0.0,District - Sirsa,Urban,,,,114.0,99.0,302.0,282.0,sirsa
2035,HH2507,6.0,79.0,390.0,0.0,Sub-District - Sirsa,Total,,,,341.0,444.0,509.0,682.0,sirsa
2036,HH2507,6.0,79.0,390.0,0.0,Sub-District - Sirsa,Rural,,,,240.0,376.0,369.0,563.0,sirsa
2037,HH2507,6.0,79.0,390.0,0.0,Sub-District - Sirsa,Urban,,,756.0,101.0,68.0,140.0,119.0,sirsa
2048,HH2507,6.0,80.0,0.0,0.0,District - Hisar,Total,,,,763.0,,,,hisar
2049,HH2507,6.0,80.0,0.0,0.0,District - Hisar,Rural,,,,685.0,,,,hisar
2050,HH2507,6.0,80.0,0.0,0.0,District - Hisar,Urban,,,,78.0,196.0,488.0,557.0,hisar
2055,HH2507,6.0,80.0,394.0,0.0,Sub-District - Hisar,Total,,,,498.0,784.0,,,hisar
2056,HH2507,6.0,80.0,394.0,0.0,Sub-District - Hisar,Rural,,,,450.0,620.0,,760.0,hisar
2057,HH2507,6.0,80.0,394.0,0.0,Sub-District - Hisar,Urban,,,,48.0,164.0,341.0,441.0,hisar
2074,HH2507,6.0,81.0,0.0,0.0,District - Bhiwani,Total,,,,347.0,794.0,,,bhiwani
2075,HH2507,6.0,81.0,0.0,0.0,District - Bhiwani,Rural,,,,317.0,662.0,911.0,,bhiwani
2076,HH2507,6.0,81.0,0.0,0.0,District - Bhiwani,Urban,,,,30.0,132.0,518.0,356.0,bhiwani
2081,HH2507,6.0,81.0,398.0,0.0,Sub-District - Bhiwani,Total,,,,91.0,261.0,531.0,717.0,bhiwani
2082,HH2507,6.0,81.0,398.0,0.0,Sub-District - Bhiwani,Rural,,,,79.0,192.0,338.0,502.0,bhiwani
2083,HH2507,6.0,81.0,398.0,0.0,Sub-District - Bhiwani,Urban,,,,12.0,69.0,193.0,215.0,bhiwani
2121,HH2507,6.0,83.0,0.0,0.0,District - Jhajjar,Total,,,,170.0,702.0,684.0,569.0,jhajjar
2122,HH2507,6.0,83.0,0.0,0.0,District - Jhajjar,Rural,,,,156.0,357.0,529.0,422.0,jhajjar
2123,HH2507,6.0,83.0,0.0,0.0,District - Jhajjar,Urban,,,,14.0,345.0,155.0,147.0,jhajjar
2133,HH2507,6.0,83.0,409.0,0.0,Sub-District - Jhajjar,Total,,,,57.0,137.0,187.0,202.0,jhajjar
2134,HH2507,6.0,83.0,409.0,0.0,Sub-District - Jhajjar,Rural,,,,51.0,130.0,178.0,187.0,jhajjar
2135,HH2507,6.0,83.0,409.0,0.0,Sub-District - Jhajjar,Urban,,,180.0,6.0,7.0,9.0,15.0,jhajjar
2141,HH2507,6.0,84.0,0.0,0.0,District - Mahendragarh,Total,,,,207.0,494.0,553.0,782.0,mahendragarh
2142,HH2507,6.0,84.0,0.0,0.0,District - Mahendragarh,Rural,,,,191.0,464.0,479.0,695.0,mahendragarh
2143,HH2507,6.0,84.0,0.0,0.0,District - Mahendragarh,Urban,,,,16.0,30.0,74.0,87.0,mahendragarh
2144,HH2507,6.0,84.0,411.0,0.0,Sub-District - Mahendragarh,Total,,,,87.0,237.0,335.0,353.0,mahendragarh
2145,HH2507,6.0,84.0,411.0,0.0,Sub-District - Mahendragarh,Rural,,,,82.0,229.0,290.0,323.0,mahendragarh
2146,HH2507,6.0,84.0,411.0,0.0,Sub-District - Mahendragarh,Urban,,,435.0,5.0,8.0,45.0,30.0,mahendragarh
2148,HH2507,6.0,84.0,411.0,800421.0,Mahendragarh (MC),Urban,,,296.0,1.0,5.0,31.0,14.0,mahendragarh
2155,HH2507,6.0,85.0,0.0,0.0,District - Rewari,Total,,,,330.0,450.0,420.0,868.0,rewari
2156,HH2507,6.0,85.0,0.0,0.0,District - Rewari,Rural,,,,292.0,409.0,353.0,672.0,rewari
2157,HH2507,6.0,85.0,0.0,0.0,District - Rewari,Urban,,,,38.0,41.0,67.0,196.0,rewari
2162,HH2507,6.0,85.0,414.0,0.0,Sub-District - Rewari,Total,,,,138.0,266.0,281.0,627.0,rewari
2163,HH2507,6.0,85.0,414.0,0.0,Sub-District - Rewari,Rural,,,,102.0,230.0,217.0,446.0,rewari
2164,HH2507,6.0,85.0,414.0,0.0,Sub-District - Rewari,Urban,,,810.0,36.0,36.0,64.0,181.0,rewari
2226,HH2507,6.0,88.0,0.0,0.0,District - Faridabad,Total,,,,752.0,755.0,,,faridabad
2227,HH2507,6.0,88.0,0.0,0.0,District - Faridabad,Rural,,,,171.0,181.0,360.0,446.0,faridabad
2228,HH2507,6.0,88.0,0.0,0.0,District - Faridabad,Urban,,,,581.0,574.0,,,faridabad
2229,HH2507,6.0,88.0,425.0,0.0,Sub-District - Faridabad,Total,,,,627.0,644.0,,,faridabad
2230,HH2507,6.0,88.0,425.0,0.0,Sub-District - Faridabad,Rural,,,,46.0,70.0,117.0,168.0,faridabad
2231,HH2507,6.0,88.0,425.0,0.0,Sub-District - Faridabad,Urban,,,,581.0,574.0,,,faridabad
2241,HH2507,6.0,89.0,427.0,0.0,Sub-District - Palwal,Total,,,,332.0,241.0,457.0,695.0,palwal
2242,HH2507,6.0,89.0,427.0,0.0,Sub-District - Palwal,Rural,,,,136.0,173.0,343.0,456.0,palwal
2243,HH2507,6.0,89.0,427.0,0.0,Sub-District - Palwal,Urban,,,841.0,196.0,68.0,114.0,239.0,palwal
2310,HH2507,7.0,91.0,0.0,0.0,District - North,Total,,,,74.0,38.0,95.0,154.0,north
2311,HH2507,7.0,91.0,0.0,0.0,District - North,Rural,,,25.0,1.0,,1.0,2.0,north
