,Table Name1,State Code 2,District Name,Tehsil Name  4,Town 5   Name,Area Name 6,Main Source of lightingTotal /Rural/Urban 7,Main Source of lighting Total Number of Households 8,Main Source of lighting Electricity  9,Main Source of lighting Kerosene 10,Main Source of lighting Solar energy 11,Main Source of lighting Other oil 12,Main Source of lighting Any other 13,Main Source of lighting No lighting 14,d_name
2312,HH2507,7.0,91.0,0.0,0.0,District - North,Urban,,,,73.0,38.0,94.0,152.0,north
2359,HH2507,7.0,93.0,0.0,0.0,District - East,Total,,,,24.0,27.0,268.0,128.0,east
2360,HH2507,7.0,93.0,0.0,0.0,District - East,Rural,827.0,825.0,2.0,,,,,east
2361,HH2507,7.0,93.0,0.0,0.0,District - East,Urban,,,,24.0,27.0,268.0,128.0,east
2362,HH2507,7.0,93.0,439.0,0.0,Sub-District - Gandhi Nagar,Total,,,364.0,8.0,6.0,156.0,19.0,gandhinagar
2363,HH2507,7.0,93.0,439.0,0.0,Sub-District - Gandhi Nagar,Rural,,,,,,,,gandhinagar
2364,HH2507,7.0,93.0,439.0,0.0,Sub-District - Gandhi Nagar,Urban,,,364.0,8.0,6.0,156.0,19.0,gandhinagar
2413,HH2507,7.0,96.0,0.0,0.0,District - West,Total,,,,381.0,95.0,228.0,248.0,west
2414,HH2507,7.0,96.0,0.0,0.0,District - West,Rural,,,4.0,1.0,,1.0,,west
2415,HH2507,7.0,96.0,0.0,0.0,District - West,Urban,,,,380.0,95.0,227.0,248.0,west
2474,HH2507,7.0,98.0,0.0,0.0,District - South,Total,,,,153.0,98.0,394.0,365.0,south
2475,HH2507,7.0,98.0,0.0,0.0,District - South,Rural,,,36.0,,1.0,,,south
2476,HH2507,7.0,98.0,0.0,0.0,District - South,Urban,,,,153.0,97.0,394.0,365.0,south
2594,HH2507,8.0,101.0,0.0,0.0,District - Bikaner,Total,,,,,,,,bikaner
2595,HH2507,8.0,101.0,0.0,0.0,District - Bikaner,Rural,,,,,,,,bikaner
2596,HH2507,8.0,101.0,0.0,0.0,District - Bikaner,Urban,,,,172.0,359.0,473.0,,bikaner
2597,HH2507,8.0,101.0,473.0,0.0,Sub-District - Bikaner,Total,,,,435.0,351.0,799.0,,bikaner
2598,HH2507,8.0,101.0,473.0,0.0,Sub-District - Bikaner,Rural,,,,298.0,108.0,388.0,674.0,bikaner
2599,HH2507,8.0,101.0,473.0,0.0,Sub-District - Bikaner,Urban,,,,137.0,243.0,411.0,,bikaner
2642,HH2507,8.0,102.0,484.0,0.0,Sub-District - Churu,Total,,,,30.0,153.0,69.0,312.0,churu
2643,HH2507,8.0,102.0,484.0,0.0,Sub-District - Churu,Rural,,,,27.0,125.0,20.0,207.0,churu
2644,HH2507,8.0,102.0,484.0,0.0,Sub-District - Churu,Urban,,,767.0,3.0,28.0,49.0,105.0,churu
2658,HH2507,8.0,103.0,0.0,0.0,District - Jhunjhunun,Total,,,,422.0,889.0,483.0,,jhunjhunun
2659,HH2507,8.0,103.0,0.0,0.0,District - Jhunjhunun,Rural,,,,351.0,741.0,311.0,761.0,jhunjhunun
2660,HH2507,8.0,103.0,0.0,0.0,District - Jhunjhunun,Urban,,,,71.0,148.0,172.0,438.0,jhunjhunun
2661,HH2507,8.0,103.0,487.0,0.0,Sub-District - Jhunjhunun,Total,,,,92.0,260.0,77.0,393.0,jhunjhunun
2662,HH2507,8.0,103.0,487.0,0.0,Sub-District - Jhunjhunun,Rural,,,,53.0,173.0,24.0,186.0,jhunjhunun
2663,HH2507,8.0,103.0,487.0,0.0,Sub-District - Jhunjhunun,Urban,,,,39.0,87.0,53.0,207.0,jhunjhunun
2666,HH2507,8.0,103.0,487.0,800476.0,Jhunjhunun (M Cl),Urban,,,846.0,34.0,39.0,32.0,147.0,jhunjhunun
2697,HH2507,8.0,104.0,0.0,0.0,District - Alwar,Total,,,,,,,,alwar
2698,HH2507,8.0,104.0,0.0,0.0,District - Alwar,Rural,,,,,,,,alwar
2699,HH2507,8.0,104.0,0.0,0.0,District - Alwar,Urban,,,,69.0,182.0,406.0,531.0,alwar
2723,HH2507,8.0,104.0,498.0,0.0,Sub-District - Ramgarh,Total,,,,40.0,91.0,318.0,228.0,ramgarh
2724,HH2507,8.0,104.0,498.0,0.0,Sub-District - Ramgarh,Rural,,,,35.0,91.0,315.0,226.0,ramgarh
2725,HH2507,8.0,104.0,498.0,0.0,Sub-District - Ramgarh,Urban,,,96.0,5.0,,3.0,2.0,ramgarh
2727,HH2507,8.0,104.0,499.0,0.0,Sub-District - Alwar,Total,,,,140.0,237.0,635.0,670.0,alwar
2728,HH2507,8.0,104.0,499.0,0.0,Sub-District - Alwar,Rural,,,,104.0,178.0,401.0,361.0,alwar
2729,HH2507,8.0,104.0,499.0,0.0,Sub-District - Alwar,Urban,,,,36.0,59.0,234.0,309.0,alwar
2778,HH2507,8.0,105.0,511.0,0.0,Sub-District - Bharatpur,Total,,,,85.0,210.0,597.0,189.0,bharatpur
2779,HH2507,8.0,105.0,511.0,0.0,Sub-District - Bharatpur,Rural,,,,39.0,127.0,136.0,57.0,bharatpur
2780,HH2507,8.0,105.0,511.0,0.0,Sub-District - Bharatpur,Urban,,,,46.0,83.0,461.0,132.0,bharatpur
2795,HH2507,8.0,106.0,0.0,0.0,District - Dhaulpur,Total,,,,965.0,,316.0,415.0,dhaulpur
2796,HH2507,8.0,106.0,0.0,0.0,District - Dhaulpur,Rural,,,,917.0,,127.0,303.0,dhaulpur
2797,HH2507,8.0,106.0,0.0,0.0,District - Dhaulpur,Urban,,,,48.0,186.0,189.0,112.0,dhaulpur
2809,HH2507,8.0,106.0,518.0,0.0,Sub-District - Dhaulpur,Total,,,,105.0,274.0,223.0,177.0,dhaulpur
2810,HH2507,8.0,106.0,518.0,0.0,Sub-District - Dhaulpur,Rural,,,,91.0,224.0,63.0,75.0,dhaulpur
2811,HH2507,8.0,106.0,518.0,0.0,Sub-District - Dhaulpur,Urban,,,,14.0,50.0,160.0,102.0,dhaulpur
2831,HH2507,8.0,107.0,523.0,0.0,Sub-District - Karauli,Total,,,,607.0,273.0,239.0,198.0,karauli
2832,HH2507,8.0,107.0,523.0,0.0,Sub-District - Karauli,Rural,,,,588.0,255.0,212.0,145.0,karauli
2833,HH2507,8.0,107.0,523.0,0.0,Sub-District - Karauli,Urban,,,,19.0,18.0,27.0,53.0,karauli
2863,HH2507,8.0,108.0,531.0,0.0,Sub-District - Sawai Madhopur,Total,,,,286.0,128.0,57.0,180.0,sawaimadhopur
2864,HH2507,8.0,108.0,531.0,0.0,Sub-District - Sawai Madhopur,Rural,,,,269.0,104.0,31.0,137.0,sawaimadhopur
2865,HH2507,8.0,108.0,531.0,0.0,Sub-District - Sawai Madhopur,Urban,,,,17.0,24.0,26.0,43.0,sawaimadhopur
2885,HH2507,8.0,109.0,536.0,0.0,Sub-District - Dausa,Total,,,,94.0,183.0,148.0,185.0,dausa
2886,HH2507,8.0,109.0,536.0,0.0,Sub-District - Dausa,Rural,,,,86.0,163.0,137.0,158.0,dausa
2887,HH2507,8.0,109.0,536.0,0.0,Sub-District - Dausa,Urban,,,466.0,8.0,20.0,11.0,27.0,dausa
2933,HH2507,8.0,110.0,546.0,0.0,Sub-District - Jaipur,Total,,,,618.0,338.0,513.0,,jaipur
2934,HH2507,8.0,110.0,546.0,0.0,Sub-District - Jaipur,Rural,,,,24.0,23.0,98.0,195.0,jaipur
2935,HH2507,8.0,110.0,546.0,0.0,Sub-District - Jaipur,Urban,,,,594.0,315.0,415.0,,jaipur
2957,HH2507,8.0,111.0,0.0,0.0,District - Sikar,Total,,,,531.0,,,,sikar
2958,HH2507,8.0,111.0,0.0,0.0,District - Sikar,Rural,,,,488.0,912.0,958.0,,sikar
2959,HH2507,8.0,111.0,0.0,0.0,District - Sikar,Urban,,,,43.0,113.0,129.0,495.0,sikar
2969,HH2507,8.0,111.0,553.0,0.0,Sub-District - Sikar,Total,,,,87.0,215.0,289.0,624.0,sikar
2970,HH2507,8.0,111.0,553.0,0.0,Sub-District - Sikar,Rural,,,,68.0,188.0,261.0,310.0,sikar
2971,HH2507,8.0,111.0,553.0,0.0,Sub-District - Sikar,Urban,,,,19.0,27.0,28.0,314.0,sikar
3075,HH2507,8.0,114.0,0.0,0.0,District - Jaisalmer,Total,,,,,748.0,929.0,,jaisalmer
3076,HH2507,8.0,114.0,0.0,0.0,District - Jaisalmer,Rural,,,,,738.0,903.0,,jaisalmer
3077,HH2507,8.0,114.0,0.0,0.0,District - Jaisalmer,Urban,,,,29.0,10.0,26.0,121.0,jaisalmer
3078,HH2507,8.0,114.0,574.0,0.0,Sub-District - Jaisalmer,Total,,,,,482.0,648.0,,jaisalmer
3079,HH2507,8.0,114.0,574.0,0.0,Sub-District - Jaisalmer,Rural,,,,,473.0,622.0,,jaisalmer
3080,HH2507,8.0,114.0,574.0,0.0,Sub-District - Jaisalmer,Urban,,,,12.0,9.0,26.0,44.0,jaisalmer
3109,HH2507,8.0,115.0,582.0,0.0,Sub-District - Barmer,Total,,,,,315.0,280.0,,barmer
3110,HH2507,8.0,115.0,582.0,0.0,Sub-District - Barmer,Rural,,,,,301.0,257.0,,barmer
3111,HH2507,8.0,115.0,582.0,0.0,Sub-District - Barmer,Urban,,,,19.0,14.0,23.0,127.0,barmer
3148,HH2507,8.0,117.0,0.0,0.0,District - Sirohi,Total,,,,376.0,648.0,252.0,,sirohi
3149,HH2507,8.0,117.0,0.0,0.0,District - Sirohi,Rural,,,,349.0,495.0,177.0,885.0,sirohi
3150,HH2507,8.0,117.0,0.0,0.0,District - Sirohi,Urban,,,,27.0,153.0,75.0,143.0,sirohi
3155,HH2507,8.0,117.0,593.0,0.0,Sub-District - Sirohi,Total,,,,59.0,61.0,43.0,207.0,sirohi
3156,HH2507,8.0,117.0,593.0,0.0,Sub-District - Sirohi,Rural,,,,52.0,54.0,35.0,157.0,sirohi
3157,HH2507,8.0,117.0,593.0,0.0,Sub-District - Sirohi,Urban,,,655.0,7.0,7.0,8.0,50.0,sirohi
3182,HH2507,8.0,118.0,598.0,0.0,Sub-District - Raipur,Total,,,,160.0,172.0,42.0,326.0,raipur
3183,HH2507,8.0,118.0,598.0,0.0,Sub-District - Raipur,Rural,,,,160.0,172.0,42.0,326.0,raipur
3184,HH2507,8.0,118.0,598.0,0.0,Sub-District - Raipur,Urban,,,,,,,,raipur
3193,HH2507,8.0,118.0,601.0,0.0,Sub-District - Pali,Total,,,,61.0,216.0,115.0,636.0,pali
3194,HH2507,8.0,118.0,601.0,0.0,Sub-District - Pali,Rural,,,,46.0,131.0,76.0,271.0,pali
3195,HH2507,8.0,118.0,601.0,0.0,Sub-District - Pali,Urban,,,,15.0,85.0,39.0,365.0,pali
3216,HH2507,8.0,119.0,0.0,0.0,District - Ajmer,Total,,,,794.0,,,,ajmer
3217,HH2507,8.0,119.0,0.0,0.0,District - Ajmer,Rural,,,,679.0,,815.0,,ajmer
3218,HH2507,8.0,119.0,0.0,0.0,District - Ajmer,Urban,,,,115.0,159.0,264.0,468.0,ajmer
3223,HH2507,8.0,119.0,607.0,0.0,Sub-District - Ajmer,Total,,,,101.0,247.0,179.0,559.0,ajmer
3224,HH2507,8.0,119.0,607.0,0.0,Sub-District - Ajmer,Rural,,,,40.0,166.0,63.0,250.0,ajmer
3225,HH2507,8.0,119.0,607.0,0.0,Sub-District - Ajmer,Urban,,,,61.0,81.0,116.0,309.0,ajmer
3272,HH2507,8.0,120.0,618.0,0.0,Sub-District - Tonk,Total,,,,131.0,212.0,151.0,307.0,tonk
3273,HH2507,8.0,120.0,618.0,0.0,Sub-District - Tonk,Rural,,,,74.0,136.0,76.0,155.0,tonk
3274,HH2507,8.0,120.0,618.0,0.0,Sub-District - Tonk,Urban,,,,57.0,76.0,75.0,152.0,tonk
3310,HH2507,8.0,121.0,626.0,0.0,Sub-District - Bundi,Total,,,,106.0,216.0,250.0,622.0,bundi
3311,HH2507,8.0,121.0,626.0,0.0,Sub-District - Bundi,Rural,,,,93.0,165.0,203.0,510.0,bundi
3312,HH2507,8.0,121.0,626.0,0.0,Sub-District - Bundi,Urban,,,940.0,13.0,51.0,47.0,112.0,bundi
3316,HH2507,8.0,122.0,0.0,0.0,District - Bhilwara,Total,,,,458.0,,,,bhilwara
3317,HH2507,8.0,122.0,0.0,0.0,District - Bhilwara,Rural,,,,385.0,,,,bhilwara
3318,HH2507,8.0,122.0,0.0,0.0,District - Bhilwara,Urban,,,,73.0,61.0,535.0,353.0,bhilwara
3337,HH2507,8.0,122.0,632.0,0.0,Sub-District - Raipur,Total,,,,16.0,188.0,124.0,118.0,raipur
3338,HH2507,8.0,122.0,632.0,0.0,Sub-District - Raipur,Rural,,,,16.0,188.0,124.0,118.0,raipur
3339,HH2507,8.0,122.0,632.0,0.0,Sub-District - Raipur,Urban,,,,,,,,raipur
3344,HH2507,8.0,122.0,634.0,0.0,Sub-District - Bhilwara,Total,,,,94.0,143.0,738.0,508.0,bhilwara
3345,HH2507,8.0,122.0,634.0,0.0,Sub-District - Bhilwara,Rural,,,,32.0,115.0,285.0,281.0,bhilwara
3346,HH2507,8.0,122.0,634.0,0.0,Sub-District - Bhilwara,Urban,,,,62.0,28.0,453.0,227.0,bhilwara
3364,HH2507,8.0,123.0,0.0,0.0,District - Rajsamand,Total,,,,428.0,,,,rajsamand
3365,HH2507,8.0,123.0,0.0,0.0,District - Rajsamand,Rural,,,,419.0,,853.0,,rajsamand
3366,HH2507,8.0,123.0,0.0,0.0,District - Rajsamand,Urban,,,,9.0,133.0,184.0,96.0,rajsamand
3383,HH2507,8.0,123.0,643.0,0.0,Sub-District - Rajsamand,Total,,,,25.0,212.0,331.0,343.0,rajsamand
3384,HH2507,8.0,123.0,643.0,0.0,Sub-District - Rajsamand,Rural,,,,21.0,163.0,222.0,292.0,rajsamand
3385,HH2507,8.0,123.0,643.0,0.0,Sub-District - Rajsamand,Urban,,,576.0,4.0,49.0,109.0,51.0,rajsamand
3400,HH2507,8.0,124.0,646.0,0.0,Sub-District - Dungarpur,Total,,,,280.0,158.0,43.0,424.0,dungarpur
3401,HH2507,8.0,124.0,646.0,0.0,Sub-District - Dungarpur,Rural,,,,274.0,143.0,40.0,378.0,dungarpur
3402,HH2507,8.0,124.0,646.0,0.0,Sub-District - Dungarpur,Urban,,,321.0,6.0,15.0,3.0,46.0,dungarpur
3427,HH2507,8.0,125.0,652.0,0.0,Sub-District - Banswara,Total,,,,,206.0,128.0,574.0,banswara
3428,HH2507,8.0,125.0,652.0,0.0,Sub-District - Banswara,Rural,,,,,194.0,124.0,426.0,banswara
3429,HH2507,8.0,125.0,652.0,0.0,Sub-District - Banswara,Urban,,,912.0,7.0,12.0,4.0,148.0,banswara
3438,HH2507,8.0,126.0,0.0,0.0,District - Chittaurgarh ,Total,,,,285.0,685.0,,,chittaurgarh
3439,HH2507,8.0,126.0,0.0,0.0,District - Chittaurgarh ,Rural,,,,253.0,629.0,,,chittaurgarh
3440,HH2507,8.0,126.0,0.0,0.0,District - Chittaurgarh ,Urban,,,,32.0,56.0,231.0,105.0,chittaurgarh
3455,HH2507,8.0,126.0,659.0,0.0,Sub-District - Chittaurgarh,Total,,,,36.0,143.0,268.0,169.0,chittaurgarh
3456,HH2507,8.0,126.0,659.0,0.0,Sub-District - Chittaurgarh,Rural,,,,21.0,112.0,192.0,125.0,chittaurgarh
3457,HH2507,8.0,126.0,659.0,0.0,Sub-District - Chittaurgarh,Urban,,,585.0,15.0,31.0,76.0,44.0,chittaurgarh
3458,HH2507,8.0,126.0,659.0,800605.0,Chittaurgarh (M),Urban,,,478.0,14.0,25.0,72.0,42.0,chittaurgarh
3528,HH2507,8.0,128.0,674.0,0.0,Sub-District - Kishanganj,Total,,,,166.0,208.0,177.0,305.0,kishanganj
3529,HH2507,8.0,128.0,674.0,0.0,Sub-District - Kishanganj,Rural,,,,166.0,208.0,177.0,305.0,kishanganj
3530,HH2507,8.0,128.0,674.0,0.0,Sub-District - Kishanganj,Urban,,,,,,,,kishanganj
3542,HH2507,8.0,129.0,0.0,0.0,District - Jhalawar,Total,,,,208.0,702.0,,,jhalawar
3543,HH2507,8.0,129.0,0.0,0.0,District - Jhalawar,Rural,,,,176.0,570.0,,924.0,jhalawar
3544,HH2507,8.0,129.0,0.0,0.0,District - Jhalawar,Urban,,,,32.0,132.0,495.0,89.0,jhalawar
3628,HH2507,8.0,131.0,0.0,0.0,District - Pratapgarh ,Total,,,,,465.0,196.0,806.0,pratapgarh
3629,HH2507,8.0,131.0,0.0,0.0,District - Pratapgarh ,Rural,,,,,440.0,158.0,791.0,pratapgarh
3630,HH2507,8.0,131.0,0.0,0.0,District - Pratapgarh ,Urban,,,733.0,8.0,25.0,38.0,15.0,pratapgarh
3642,HH2507,8.0,131.0,699.0,0.0,Sub-District - Pratapgarh,Total,,,,207.0,128.0,120.0,93.0,pratapgarh
3643,HH2507,8.0,131.0,699.0,0.0,Sub-District - Pratapgarh,Rural,,,,202.0,106.0,98.0,88.0,pratapgarh
3644,HH2507,8.0,131.0,699.0,0.0,Sub-District - Pratapgarh,Urban,,,386.0,5.0,22.0,22.0,5.0,pratapgarh
3645,HH2507,8.0,131.0,699.0,800628.0,Pratapgarh (M),Urban,,,386.0,5.0,22.0,22.0,5.0,pratapgarh
3829,HH2507,9.0,136.0,725.0,0.0,Sub-District - Bilaspur,Total,,,,227.0,187.0,83.0,130.0,bilaspur
3830,HH2507,9.0,136.0,725.0,0.0,Sub-District - Bilaspur,Rural,,,,220.0,147.0,74.0,85.0,bilaspur
3831,HH2507,9.0,136.0,725.0,0.0,Sub-District - Bilaspur,Urban,,,,7.0,40.0,9.0,45.0,bilaspur
3996,HH2507,9.0,142.0,746.0,800748.0,Aurangabad (NP),Urban,,,,5.0,19.0,7.0,2.0,aurangabad
4177,HH2507,9.0,146.0,769.0,0.0,Sub-District - Fatehabad,Total,,,,175.0,321.0,141.0,162.0,fatehabad
4178,HH2507,9.0,146.0,769.0,0.0,Sub-District - Fatehabad,Rural,,,,167.0,310.0,132.0,120.0,fatehabad
4179,HH2507,9.0,146.0,769.0,0.0,Sub-District - Fatehabad,Urban,,,,8.0,11.0,9.0,42.0,fatehabad
4401,HH2507,9.0,153.0,801.0,0.0,Sub-District - Lakhimpur,Total,,,,920.0,200.0,160.0,507.0,lakhimpur
4402,HH2507,9.0,153.0,801.0,0.0,Sub-District - Lakhimpur,Rural,,,,891.0,149.0,121.0,230.0,lakhimpur
4403,HH2507,9.0,153.0,801.0,0.0,Sub-District - Lakhimpur,Urban,,,,29.0,51.0,39.0,277.0,lakhimpur
4886,HH2507,9.0,173.0,0.0,0.0,District - Pratapgarh,Total,,,,,,665.0,644.0,pratapgarh
4887,HH2507,9.0,173.0,0.0,0.0,District - Pratapgarh,Rural,,,,,,605.0,598.0,pratapgarh
4888,HH2507,9.0,173.0,0.0,0.0,District - Pratapgarh,Urban,,,,64.0,25.0,60.0,46.0,pratapgarh
4897,HH2507,9.0,173.0,882.0,0.0,Sub-District - Pratapgarh,Total,,,,419.0,270.0,137.0,215.0,pratapgarh
4898,HH2507,9.0,173.0,882.0,0.0,Sub-District - Pratapgarh,Rural,,,,377.0,259.0,89.0,177.0,pratapgarh
4899,HH2507,9.0,173.0,882.0,0.0,Sub-District - Pratapgarh,Urban,,,,42.0,11.0,48.0,38.0,pratapgarh
5749,HH2507,10.0,203.0,1021.0,0.0,Sub-District - Madhubani,Total,,379.0,,76.0,2.0,42.0,4.0,madhubani
5750,HH2507,10.0,203.0,1021.0,0.0,Sub-District - Madhubani,Rural,,379.0,,76.0,2.0,42.0,4.0,madhubani
5751,HH2507,10.0,203.0,1021.0,0.0,Sub-District - Madhubani,Urban,,,,,,,,madhubani
5784,HH2507,10.0,204.0,0.0,0.0,District - Purba Champaran,Total,,,,,,,426.0,purbachamparan
5785,HH2507,10.0,204.0,0.0,0.0,District - Purba Champaran,Rural,,,,,,,318.0,purbachamparan
5786,HH2507,10.0,204.0,0.0,0.0,District - Purba Champaran,Urban,,,,245.0,209.0,458.0,108.0,purbachamparan
5878,HH2507,10.0,205.0,0.0,0.0,District - Sheohar,Total,,,,848.0,305.0,443.0,31.0,sheohar
5879,HH2507,10.0,205.0,0.0,0.0,District - Sheohar,Rural,,,,833.0,294.0,439.0,26.0,sheohar
5880,HH2507,10.0,205.0,0.0,0.0,District - Sheohar,Urban,,,,15.0,11.0,4.0,5.0,sheohar
5887,HH2507,10.0,205.0,1060.0,0.0,Sub-District - Sheohar,Total,,,,259.0,20.0,41.0,7.0,sheohar
5888,HH2507,10.0,205.0,1060.0,0.0,Sub-District - Sheohar,Rural,,,,244.0,9.0,37.0,2.0,sheohar
5889,HH2507,10.0,205.0,1060.0,0.0,Sub-District - Sheohar,Urban,,,,15.0,11.0,4.0,5.0,sheohar
5897,HH2507,10.0,206.0,0.0,0.0,District - Sitamarhi,Total,,,,,,,336.0,sitamarhi
5898,HH2507,10.0,206.0,0.0,0.0,District - Sitamarhi,Rural,,,,,,,301.0,sitamarhi
5899,HH2507,10.0,206.0,0.0,0.0,District - Sitamarhi,Urban,,,,74.0,48.0,277.0,35.0,sitamarhi
5959,HH2507,10.0,207.0,0.0,0.0,District - Madhubani,Total,,,,,,,619.0,madhubani
5960,HH2507,10.0,207.0,0.0,0.0,District - Madhubani,Rural,,,,,,,577.0,madhubani
5961,HH2507,10.0,207.0,0.0,0.0,District - Madhubani,Urban,,,,72.0,95.0,190.0,42.0,madhubani
6002,HH2507,10.0,207.0,1093.0,0.0,Sub-District - Madhubani,Total,,,,166.0,178.0,300.0,72.0,madhubani
6003,HH2507,10.0,207.0,1093.0,0.0,Sub-District - Madhubani,Rural,,,,121.0,105.0,235.0,68.0,madhubani
6004,HH2507,10.0,207.0,1093.0,0.0,Sub-District - Madhubani,Urban,,,,45.0,73.0,65.0,4.0,madhubani
6070,HH2507,10.0,209.0,0.0,0.0,District - Araria,Total,,,,,,755.0,237.0,araria
6071,HH2507,10.0,209.0,0.0,0.0,District - Araria,Rural,,,,,,705.0,182.0,araria
6072,HH2507,10.0,209.0,0.0,0.0,District - Araria,Urban,,,,57.0,54.0,50.0,55.0,araria
6087,HH2507,10.0,209.0,1116.0,0.0,Sub-District - Araria,Total,,,,195.0,94.0,52.0,38.0,araria
6088,HH2507,10.0,209.0,1116.0,0.0,Sub-District - Araria,Rural,,,,173.0,63.0,37.0,21.0,araria
6089,HH2507,10.0,209.0,1116.0,0.0,Sub-District - Araria,Urban,,,,22.0,31.0,15.0,17.0,araria
6103,HH2507,10.0,210.0,0.0,0.0,District - Kishanganj,Total,,,,707.0,887.0,326.0,100.0,kishanganj
6104,HH2507,10.0,210.0,0.0,0.0,District - Kishanganj,Rural,,,,687.0,858.0,299.0,48.0,kishanganj
6105,HH2507,10.0,210.0,0.0,0.0,District - Kishanganj,Urban,,,,20.0,29.0,27.0,52.0,kishanganj
6126,HH2507,10.0,210.0,1127.0,0.0,Sub-District - Kishanganj,Total,,,,70.0,49.0,37.0,52.0,kishanganj
6127,HH2507,10.0,210.0,1127.0,0.0,Sub-District - Kishanganj,Rural,,,,54.0,25.0,14.0,3.0,kishanganj
6128,HH2507,10.0,210.0,1127.0,0.0,Sub-District - Kishanganj,Urban,,,,16.0,24.0,23.0,49.0,kishanganj
6129,HH2507,10.0,210.0,1127.0,801310.0,Kishanganj (Nagar Parishad),Urban,,,,16.0,24.0,23.0,49.0,kishanganj
6130,HH2507,10.0,211.0,0.0,0.0,District - Purnia,Total,,,,,,907.0,383.0,purnia
6131,HH2507,10.0,211.0,0.0,0.0,District - Purnia,Rural,,,,,,808.0,332.0,purnia
6132,HH2507,10.0,211.0,0.0,0.0,District - Purnia,Urban,,,,125.0,129.0,99.0,51.0,purnia
6178,HH2507,10.0,212.0,0.0,0.0,District - Katihar,Total,,,,,,,261.0,katihar
6179,HH2507,10.0,212.0,0.0,0.0,District - Katihar,Rural,,,,,,,156.0,katihar
6180,HH2507,10.0,212.0,0.0,0.0,District - Katihar,Urban,,,,80.0,221.0,79.0,105.0,katihar
6209,HH2507,10.0,212.0,1151.0,0.0,Sub-District - Katihar,Total,,,,105.0,299.0,139.0,120.0,katihar
6210,HH2507,10.0,212.0,1151.0,0.0,Sub-District - Katihar,Rural,,,,38.0,83.0,69.0,15.0,katihar
6211,HH2507,10.0,212.0,1151.0,0.0,Sub-District - Katihar,Urban,,,,67.0,216.0,70.0,105.0,katihar
6232,HH2507,10.0,213.0,0.0,0.0,District - Madhepura,Total,,,,,,547.0,51.0,madhepura
6233,HH2507,10.0,213.0,0.0,0.0,District - Madhepura,Rural,,,,,,515.0,47.0,madhepura
6234,HH2507,10.0,213.0,0.0,0.0,District - Madhepura,Urban,,,,31.0,40.0,32.0,4.0,madhepura
6245,HH2507,10.0,213.0,1161.0,0.0,Sub-District - Madhepura,Total,,,,142.0,146.0,85.0,3.0,madhepura
6246,HH2507,10.0,213.0,1161.0,0.0,Sub-District - Madhepura,Rural,,,,117.0,111.0,65.0,2.0,madhepura
6247,HH2507,10.0,213.0,1161.0,0.0,Sub-District - Madhepura,Urban,,,,25.0,35.0,20.0,1.0,madhepura
6265,HH2507,10.0,213.0,1167.0,0.0,Sub-District - Kishanganj,Total,,,,88.0,26.0,35.0,3.0,kishanganj
6266,HH2507,10.0,213.0,1167.0,0.0,Sub-District - Kishanganj,Rural,,,,88.0,26.0,35.0,3.0,kishanganj
6267,HH2507,10.0,213.0,1167.0,0.0,Sub-District - Kishanganj,Urban,,,,,,,,kishanganj
6311,HH2507,10.0,215.0,0.0,0.0,District - Darbhanga,Total,,,,,,,731.0,darbhanga
6312,HH2507,10.0,215.0,0.0,0.0,District - Darbhanga,Rural,,,,,,,479.0,darbhanga
